Station,Date,Time,latitude,longitude,PM2.5,PM10,CO,NO,NO2,NH3,O3,SO2
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,20:00:00,10.5324,76.2159,,19.04,0.42,,2.41,0.69,73.67,6.26
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,21:00:00,10.5324,76.2159,,16.74,0.45,,2.34,0.51,72.96,6.62
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,22:00:00,10.5324,76.2159,,16.69,0.47,,2.34,0.4,72.24,7.57
"Corporation Ground, Thrissur, India",2022-01-01 00:00:00,23:00:00,10.5324,76.2159,,17.43,0.48,,2.32,0.3,70.81,8.23
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,00:00:00,10.5324,76.2159,,17.2,0.47,,2.23,0.29,67.95,7.63
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,01:00:00,10.5324,76.2159,,15.43,0.45,,2.16,0.42,63.66,6.5
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,02:00:00,10.5324,76.2159,,14.43,0.42,,2.21,0.57,59.37,5.3
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,03:00:00,10.5324,76.2159,,15.28,0.4,,2.21,0.66,57.94,4.47
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,04:00:00,10.5324,76.2159,,14.1,0.38,,1.84,0.64,62.23,3.87
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,05:00:00,10.5324,76.2159,,12.81,0.37,,1.41,0.63,70.1,3.49
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,06:00:00,10.5324,76.2159,,13.17,0.36,,1.11,0.63,76.53,3.25
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,07:00:00,10.5324,76.2159,,12.64,0.35,,0.81,0.63,81.54,2.83
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,08:00:00,10.5324,76.2159,,11.99,0.35,,0.77,0.67,82.97,2.53
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,09:00:00,10.5324,76.2159,,12.91,0.35,,0.83,0.72,84.4,2.56
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,10:00:00,10.5324,76.2159,,15.13,0.36,,1.05,0.85,85.83,2.83
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,11:00:00,10.5324,76.2159,,17.47,0.37,,1.36,1.06,86.55,3.22
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,12:00:00,10.5324,76.2159,,19.36,0.37,,1.71,1.25,85.12,3.55
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,13:00:00,10.5324,76.2159,,20.57,0.38,,1.87,1.5,82.97,3.55
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,14:00:00,10.5324,76.2159,,23.17,0.39,,1.91,1.9,80.82,3.28
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,15:00:00,10.5324,76.2159,,27.49,0.41,,1.93,2.22,80.11,2.92
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,16:00:00,10.5324,76.2159,,29.03,0.42,,1.8,2.25,79.39,2.56
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,17:00:00,10.5324,76.2159,,28.54,0.41,,1.68,2.01,85.12,3.37
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,18:00:00,10.5324,76.2159,,35.56,0.42,,1.64,1.55,101.57,7.15
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,19:00:00,10.5324,76.2159,,41.38,0.4,,1.55,1.2,101.57,10.25
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,20:00:00,10.5324,76.2159,,37.26,0.36,,1.64,1.09,81.54,10.61
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,21:00:00,10.5324,76.2159,,32.13,0.34,,1.82,0.99,63.66,10.13
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,22:00:00,10.5324,76.2159,,31.27,0.33,,2.0,0.86,55.07,9.42
"Corporation Ground, Thrissur, India",2022-01-02 00:00:00,23:00:00,10.5324,76.2159,,34.54,0.34,,2.21,0.71,52.21,8.94
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,00:00:00,10.5324,76.2159,,42.32,0.36,,2.41,0.57,52.21,8.7
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,01:00:00,10.5324,76.2159,,47.59,0.38,,2.5,0.5,54.36,7.75
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,02:00:00,10.5324,76.2159,,50.9,0.41,,2.69,0.41,57.22,7.15
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,03:00:00,10.5324,76.2159,,51.6,0.43,,2.64,0.27,60.8,7.21
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,04:00:00,10.5324,76.2159,,48.21,0.43,,2.16,0.21,70.1,7.09
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,05:00:00,10.5324,76.2159,,42.62,0.42,,1.66,0.3,82.97,6.68
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,06:00:00,10.5324,76.2159,,35.66,0.39,,1.23,0.43,90.84,5.84
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,07:00:00,10.5324,76.2159,,28.26,0.36,,0.97,0.51,88.69,4.59
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,08:00:00,10.5324,76.2159,,23.1,0.33,,0.88,0.63,85.83,3.78
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,09:00:00,10.5324,76.2159,,21.15,0.33,,0.9,0.76,85.83,3.55
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,10:00:00,10.5324,76.2159,,20.74,0.33,,1.4,1.01,82.25,3.81
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,11:00:00,10.5324,76.2159,,20.81,0.34,,1.98,1.39,80.11,4.29
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,12:00:00,10.5324,76.2159,,21.1,0.35,,2.75,1.76,77.96,4.71
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,13:00:00,10.5324,76.2159,,22.43,0.37,,3.69,2.31,70.1,5.25
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,14:00:00,10.5324,76.2159,,26.4,0.4,,4.37,3.26,62.23,6.02
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,15:00:00,10.5324,76.2159,,31.46,0.44,,5.01,4.37,55.07,6.74
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,16:00:00,10.5324,76.2159,,34.77,0.45,,5.01,5.07,50.78,6.79
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,17:00:00,10.5324,76.2159,,35.05,0.45,,4.51,5.13,49.35,6.02
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,18:00:00,10.5324,76.2159,,33.82,0.43,,4.01,5.0,51.5,5.19
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,19:00:00,10.5324,76.2159,,34.06,0.43,,3.64,4.81,53.64,4.71
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,20:00:00,10.5324,76.2159,,45.12,0.45,,3.32,3.99,63.66,6.79
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,21:00:00,10.5324,76.2159,,63.25,0.48,,2.73,2.25,78.68,13.11
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,22:00:00,10.5324,76.2159,,68.77,0.47,,2.39,0.85,82.97,16.69
"Corporation Ground, Thrissur, India",2022-01-03 00:00:00,23:00:00,10.5324,76.2159,,67.34,0.45,,2.34,0.44,78.68,15.02
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,00:00:00,10.5324,76.2159,,68.07,0.45,,2.32,0.15,77.25,12.76
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,01:00:00,10.5324,76.2159,,74.46,0.45,,2.39,0.0,77.96,11.21
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,02:00:00,10.5324,76.2159,,77.28,0.47,,2.66,0.0,80.82,10.37
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,03:00:00,10.5324,76.2159,,69.7,0.48,,2.78,0.0,84.4,9.89
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,04:00:00,10.5324,76.2159,,64.05,0.49,,2.25,0.0,94.41,9.54
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,05:00:00,10.5324,76.2159,,63.1,0.49,,1.93,0.0,104.43,9.89
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,06:00:00,10.5324,76.2159,,65.59,0.51,,1.59,0.0,115.87,10.13
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,07:00:00,10.5324,76.2159,,55.23,0.48,,1.21,0.0,120.16,8.34
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,08:00:00,10.5324,76.2159,,47.73,0.46,,1.09,0.0,121.59,6.79
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,09:00:00,10.5324,76.2159,,43.29,0.45,,1.11,0.02,124.45,5.96
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,10:00:00,10.5324,76.2159,,41.79,0.45,,1.43,0.35,125.89,5.9
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,11:00:00,10.5324,76.2159,,42.22,0.46,,2.05,0.82,124.45,6.2
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,12:00:00,10.5324,76.2159,,41.35,0.46,,2.91,1.25,115.87,6.38
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,13:00:00,10.5324,76.2159,,40.92,0.47,,3.74,1.84,101.57,6.74
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,14:00:00,10.5324,76.2159,,43.54,0.49,,4.37,2.94,90.12,7.15
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,15:00:00,10.5324,76.2159,,49.12,0.53,,5.01,4.18,80.82,7.21
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,16:00:00,10.5324,76.2159,,54.99,0.57,,5.37,5.19,70.1,6.79
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,17:00:00,10.5324,76.2159,,60.14,0.61,,6.01,6.02,57.22,6.5
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,18:00:00,10.5324,76.2159,,61.71,0.63,,6.28,6.08,48.64,5.9
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,19:00:00,10.5324,76.2159,,59.62,0.61,,5.78,5.45,45.06,5.19
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,20:00:00,10.5324,76.2159,,54.34,0.56,,4.51,5.32,47.21,4.65
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,21:00:00,10.5324,76.2159,,47.52,0.51,,3.46,5.13,52.21,4.17
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,22:00:00,10.5324,76.2159,,54.73,0.46,,2.66,3.48,70.1,8.34
"Corporation Ground, Thrissur, India",2022-01-04 00:00:00,23:00:00,10.5324,76.2159,,69.6,0.43,,2.32,2.12,80.11,13.47
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,00:00:00,10.5324,76.2159,,75.83,0.41,,2.07,1.2,85.83,12.87
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,01:00:00,10.5324,76.2159,,76.2,0.41,,2.02,0.43,89.41,11.32
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,02:00:00,10.5324,76.2159,,78.66,0.42,,2.48,0.1,86.55,11.44
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,03:00:00,10.5324,76.2159,,81.3,0.44,,2.87,0.03,84.4,11.92
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,04:00:00,10.5324,76.2159,,83.5,0.45,,2.48,0.01,90.84,11.8
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,05:00:00,10.5324,76.2159,,82.22,0.44,,1.89,0.07,105.86,10.85
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,06:00:00,10.5324,76.2159,,78.38,0.43,,1.41,0.1,120.16,9.78
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,07:00:00,10.5324,76.2159,,59.91,0.4,,0.88,0.0,121.59,6.56
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,08:00:00,10.5324,76.2159,,54.28,0.4,,0.87,0.05,124.45,5.84
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,09:00:00,10.5324,76.2159,,54.3,0.4,,0.99,0.21,128.75,6.02
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,10:00:00,10.5324,76.2159,,59.21,0.43,,1.8,0.85,135.9,7.87
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,11:00:00,10.5324,76.2159,,68.54,0.48,,3.19,1.68,141.62,10.37
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,12:00:00,10.5324,76.2159,,80.15,0.52,,4.69,2.12,140.19,11.8
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,13:00:00,10.5324,76.2159,,90.95,0.59,,6.65,3.04,124.45,11.92
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,14:00:00,10.5324,76.2159,,101.45,0.68,,8.38,4.62,101.57,11.21
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,15:00:00,10.5324,76.2159,,110.72,0.77,,8.92,5.57,87.98,10.61
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,16:00:00,10.5324,76.2159,,129.84,0.93,,11.84,5.95,55.79,9.3
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,17:00:00,10.5324,76.2159,,153.47,1.13,,15.48,6.14,22.89,8.23
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,18:00:00,10.5324,76.2159,,162.97,1.2,,16.21,5.76,10.91,7.15
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,19:00:00,10.5324,76.2159,,157.32,1.12,,14.02,4.62,10.1,5.54
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,20:00:00,10.5324,76.2159,,149.0,1.01,,9.56,3.23,11.09,3.99
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,21:00:00,10.5324,76.2159,,136.0,0.92,,6.74,3.61,14.66,3.78
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,22:00:00,10.5324,76.2159,,97.96,0.71,,4.83,6.27,55.07,7.75
"Corporation Ground, Thrissur, India",2022-01-05 00:00:00,23:00:00,10.5324,76.2159,,91.08,0.63,,4.6,6.21,57.94,7.63
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,00:00:00,10.5324,76.2159,,91.13,0.55,,3.78,4.37,66.52,10.97
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,01:00:00,10.5324,76.2159,,97.36,0.49,,2.96,2.12,76.53,16.45
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,02:00:00,10.5324,76.2159,,101.33,0.49,,3.19,1.23,74.39,17.4
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,03:00:00,10.5324,76.2159,,100.02,0.49,,3.32,0.46,73.67,16.93
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,04:00:00,10.5324,76.2159,,91.5,0.46,,2.64,0.0,82.97,16.69
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,05:00:00,10.5324,76.2159,,87.2,0.44,,2.07,0.0,98.71,17.17
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,06:00:00,10.5324,76.2159,,88.59,0.44,,1.59,0.0,117.3,17.4
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,07:00:00,10.5324,76.2159,,75.55,0.42,,1.17,0.0,127.32,13.47
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,08:00:00,10.5324,76.2159,,64.97,0.4,,1.09,0.0,131.61,10.73
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,09:00:00,10.5324,76.2159,,59.76,0.4,,1.2,0.17,134.47,9.78
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,10:00:00,10.5324,76.2159,,57.92,0.41,,1.43,0.53,140.19,9.42
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,11:00:00,10.5324,76.2159,,60.46,0.43,,1.89,0.93,143.05,9.54
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,12:00:00,10.5324,76.2159,,64.79,0.47,,2.59,1.28,138.76,9.18
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,13:00:00,10.5324,76.2159,,69.81,0.51,,4.19,1.9,118.73,9.3
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,14:00:00,10.5324,76.2159,,76.04,0.55,,5.51,2.6,95.84,9.18
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,15:00:00,10.5324,76.2159,,77.97,0.56,,5.51,2.6,82.25,8.11
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,16:00:00,10.5324,76.2159,,89.9,0.71,,8.92,3.32,47.92,6.79
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,17:00:00,10.5324,76.2159,,112.38,0.92,,13.3,4.56,15.91,6.85
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,18:00:00,10.5324,76.2159,,128.77,1.05,,14.57,6.78,2.64,7.15
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,19:00:00,10.5324,76.2159,,136.53,1.07,,13.66,8.61,0.54,7.15
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,20:00:00,10.5324,76.2159,,139.79,1.03,,10.2,4.62,0.4,4.71
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,21:00:00,10.5324,76.2159,,139.53,0.96,,7.74,2.31,1.42,3.19
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,22:00:00,10.5324,76.2159,,108.68,0.76,,6.01,2.41,30.76,5.07
"Corporation Ground, Thrissur, India",2022-01-06 00:00:00,23:00:00,10.5324,76.2159,,86.15,0.63,,4.46,2.03,33.62,4.35
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,00:00:00,10.5324,76.2159,,66.13,0.53,,3.69,2.15,37.19,4.29
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,01:00:00,10.5324,76.2159,,45.38,0.45,,3.05,2.41,44.7,4.17
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,02:00:00,10.5324,76.2159,,33.19,0.43,,3.32,2.53,41.13,3.76
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,03:00:00,10.5324,76.2159,,26.99,0.42,,3.28,2.63,39.7,3.81
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,04:00:00,10.5324,76.2159,,22.34,0.4,,2.23,2.12,50.07,3.37
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,05:00:00,10.5324,76.2159,,22.92,0.39,,1.84,2.12,65.8,3.58
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,06:00:00,10.5324,76.2159,,26.37,0.39,,1.53,1.95,83.68,4.17
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,07:00:00,10.5324,76.2159,,23.6,0.36,,1.17,1.12,87.26,3.87
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,08:00:00,10.5324,76.2159,,21.0,0.35,,1.16,0.82,87.26,3.81
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,09:00:00,10.5324,76.2159,,20.67,0.34,,1.3,0.81,89.41,4.17
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,10:00:00,10.5324,76.2159,,28.38,0.37,,1.84,1.2,98.71,5.36
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,11:00:00,10.5324,76.2159,,45.83,0.43,,2.57,1.52,111.58,6.38
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,12:00:00,10.5324,76.2159,,58.31,0.47,,3.14,1.38,111.58,5.96
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,13:00:00,10.5324,76.2159,,62.17,0.53,,5.74,2.28,85.12,5.3
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,14:00:00,10.5324,76.2159,,68.69,0.63,,8.65,3.93,57.94,5.72
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,15:00:00,10.5324,76.2159,,75.97,0.71,,9.65,4.56,43.63,6.26
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,16:00:00,10.5324,76.2159,,81.92,0.77,,10.2,4.56,36.48,6.74
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,17:00:00,10.5324,76.2159,,83.11,0.77,,9.56,3.7,35.41,6.79
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,18:00:00,10.5324,76.2159,,74.92,0.69,,7.74,2.53,42.2,6.56
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,19:00:00,10.5324,76.2159,,69.65,0.64,,6.56,1.98,39.7,5.3
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,20:00:00,10.5324,76.2159,,71.41,0.63,,6.01,2.25,25.75,3.81
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,21:00:00,10.5324,76.2159,,75.58,0.65,,5.83,3.01,16.09,3.4
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,22:00:00,10.5324,76.2159,,80.79,0.66,,5.78,3.23,11.27,3.34
"Corporation Ground, Thrissur, India",2022-01-07 00:00:00,23:00:00,10.5324,76.2159,,83.79,0.67,,5.51,1.99,10.01,3.01
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,00:00:00,10.5324,76.2159,,86.39,0.68,,5.37,1.5,14.31,3.37
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,01:00:00,10.5324,76.2159,,68.36,0.62,,4.73,2.12,36.12,6.26
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,02:00:00,10.5324,76.2159,,44.18,0.55,,5.1,2.34,26.11,5.42
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,03:00:00,10.5324,76.2159,,28.8,0.47,,3.69,2.15,31.83,4.53
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,04:00:00,10.5324,76.2159,,20.24,0.41,,2.16,1.65,48.64,3.7
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,05:00:00,10.5324,76.2159,,18.75,0.38,,1.48,1.28,64.37,3.61
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,06:00:00,10.5324,76.2159,,19.83,0.37,,1.12,1.06,76.53,3.78
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,07:00:00,10.5324,76.2159,,18.69,0.35,,0.98,0.43,78.68,3.67
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,08:00:00,10.5324,76.2159,,16.77,0.34,,0.99,0.36,80.11,3.49
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,09:00:00,10.5324,76.2159,,15.89,0.34,,1.09,0.52,82.97,3.73
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,10:00:00,10.5324,76.2159,,20.47,0.37,,1.46,1.08,92.98,4.71
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,11:00:00,10.5324,76.2159,,34.81,0.43,,1.87,1.47,114.44,6.14
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,12:00:00,10.5324,76.2159,,55.9,0.49,,2.11,1.04,133.04,7.39
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,13:00:00,10.5324,76.2159,,65.65,0.51,,2.87,1.04,117.3,6.85
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,14:00:00,10.5324,76.2159,,63.39,0.51,,3.37,1.58,91.55,5.36
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,15:00:00,10.5324,76.2159,,64.16,0.51,,3.32,1.82,80.11,4.59
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,16:00:00,10.5324,76.2159,,70.97,0.52,,3.37,1.8,78.68,4.77
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,17:00:00,10.5324,76.2159,,79.14,0.53,,3.51,1.76,78.68,5.42
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,18:00:00,10.5324,76.2159,,86.1,0.55,,3.64,1.58,79.39,6.2
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,19:00:00,10.5324,76.2159,,90.0,0.57,,4.01,1.57,70.81,6.02
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,20:00:00,10.5324,76.2159,,90.98,0.59,,4.37,1.68,55.07,5.07
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,21:00:00,10.5324,76.2159,,88.71,0.6,,4.37,1.77,41.84,4.35
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,22:00:00,10.5324,76.2159,,85.6,0.6,,4.14,1.8,35.76,4.11
"Corporation Ground, Thrissur, India",2022-01-08 00:00:00,23:00:00,10.5324,76.2159,,81.99,0.59,,3.69,1.5,35.41,4.11
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,00:00:00,10.5324,76.2159,,72.5,0.57,,3.23,1.61,38.27,4.35
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,01:00:00,10.5324,76.2159,,55.27,0.49,,3.1,2.31,42.56,5.01
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,02:00:00,10.5324,76.2159,,49.08,0.43,,3.23,2.53,42.56,5.01
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,03:00:00,10.5324,76.2159,,44.76,0.4,,2.96,2.75,41.84,4.47
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,04:00:00,10.5324,76.2159,,37.05,0.37,,1.93,2.44,50.78,3.34
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,05:00:00,10.5324,76.2159,,33.01,0.35,,1.37,2.28,65.8,2.8
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,06:00:00,10.5324,76.2159,,31.4,0.34,,0.97,2.09,81.54,2.8
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,07:00:00,10.5324,76.2159,,25.54,0.32,,0.67,1.38,87.26,2.56
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,08:00:00,10.5324,76.2159,,22.13,0.31,,0.69,1.08,89.41,2.71
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,09:00:00,10.5324,76.2159,,22.52,0.32,,0.86,1.12,94.41,3.4
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,10:00:00,10.5324,76.2159,,28.04,0.34,,1.24,1.52,104.43,4.95
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,11:00:00,10.5324,76.2159,,38.9,0.39,,1.73,1.71,115.87,6.38
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,12:00:00,10.5324,76.2159,,44.18,0.42,,2.09,1.46,108.72,6.02
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,13:00:00,10.5324,76.2159,,42.17,0.45,,3.74,2.01,80.82,5.19
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,14:00:00,10.5324,76.2159,,42.23,0.49,,5.42,3.32,57.94,5.01
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,15:00:00,10.5324,76.2159,,44.71,0.53,,5.92,3.99,47.21,5.07
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,16:00:00,10.5324,76.2159,,47.45,0.55,,6.01,3.77,43.27,5.19
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,17:00:00,10.5324,76.2159,,47.92,0.56,,5.78,2.98,42.56,5.48
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,18:00:00,10.5324,76.2159,,44.73,0.53,,5.01,1.96,47.92,5.6
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,19:00:00,10.5324,76.2159,,42.48,0.49,,4.28,1.47,52.21,5.25
"Corporation Ground, Thrissur, India",2022-01-09 00:00:00,20:00:00,10.5324,76.2159,,44.76,0.5,,4.46,1.52,45.78,5.19
