Station,Date,Time,latitude,longitude,PM2.5,PM10,CO,NO,NO2,NH3,O3,SO2
"Sector-12, Karnal, India",2022-01-12 00:00:00,17:00:00,29.6953,77.0027,,243.58,2.24,,22.4,71.94,0.0,8.11
"Sector-12, Karnal, India",2022-01-12 00:00:00,18:00:00,29.6953,77.0027,,252.4,2.27,,19.13,53.2,0.0,5.66
"Sector-12, Karnal, India",2022-01-12 00:00:00,19:00:00,29.6953,77.0027,,251.58,2.22,,16.76,41.04,0.0,3.52
"Sector-12, Karnal, India",2022-01-12 00:00:00,20:00:00,29.6953,77.0027,,250.51,2.16,,14.57,40.02,0.0,2.68
"Sector-12, Karnal, India",2022-01-12 00:00:00,21:00:00,29.6953,77.0027,,251.19,2.14,,12.39,43.57,0.0,2.44
"Sector-12, Karnal, India",2022-01-12 00:00:00,22:00:00,29.6953,77.0027,,250.1,2.11,,10.47,48.13,0.0,2.44
"Sector-12, Karnal, India",2022-01-12 00:00:00,23:00:00,29.6953,77.0027,,245.89,2.08,,9.01,50.16,0.0,2.44
"Sector-12, Karnal, India",2022-01-13 00:00:00,00:00:00,29.6953,77.0027,,243.22,2.08,,7.92,50.66,0.0,2.44
"Sector-12, Karnal, India",2022-01-13 00:00:00,01:00:00,29.6953,77.0027,,244.04,2.08,,7.47,47.12,0.0,2.77
"Sector-12, Karnal, India",2022-01-13 00:00:00,02:00:00,29.6953,77.0027,,254.03,2.19,,7.56,36.98,0.0,3.52
"Sector-12, Karnal, India",2022-01-13 00:00:00,03:00:00,29.6953,77.0027,,265.09,2.3,,8.65,28.88,0.11,3.78
"Sector-12, Karnal, India",2022-01-13 00:00:00,04:00:00,29.6953,77.0027,,254.28,2.16,,13.48,22.55,1.68,3.55
"Sector-12, Karnal, India",2022-01-13 00:00:00,05:00:00,29.6953,77.0027,,256.78,2.14,,12.75,17.23,5.45,3.25
"Sector-12, Karnal, India",2022-01-13 00:00:00,06:00:00,29.6953,77.0027,,259.71,2.14,,13.66,15.07,13.59,3.07
"Sector-12, Karnal, India",2022-01-13 00:00:00,07:00:00,29.6953,77.0027,,171.94,1.04,,6.01,4.62,127.32,8.46
"Sector-12, Karnal, India",2022-01-13 00:00:00,08:00:00,29.6953,77.0027,,136.08,0.85,,4.01,3.96,135.9,9.06
"Sector-12, Karnal, India",2022-01-13 00:00:00,09:00:00,29.6953,77.0027,,125.08,0.78,,3.64,4.43,137.33,9.06
"Sector-12, Karnal, India",2022-01-13 00:00:00,10:00:00,29.6953,77.0027,,133.16,0.89,,7.29,20.52,85.83,5.84
"Sector-12, Karnal, India",2022-01-13 00:00:00,11:00:00,29.6953,77.0027,,162.71,1.19,,13.66,37.49,37.55,4.23
"Sector-12, Karnal, India",2022-01-13 00:00:00,12:00:00,29.6953,77.0027,,206.03,1.54,,22.77,51.68,9.57,5.48
"Sector-12, Karnal, India",2022-01-13 00:00:00,13:00:00,29.6953,77.0027,,250.35,1.9,,28.05,70.93,0.52,7.63
"Sector-12, Karnal, India",2022-01-13 00:00:00,14:00:00,29.6953,77.0027,,285.53,2.19,,28.05,73.97,0.19,8.11
"Sector-12, Karnal, India",2022-01-13 00:00:00,15:00:00,29.6953,77.0027,,321.49,2.43,,26.95,67.89,0.12,7.99
"Sector-12, Karnal, India",2022-01-13 00:00:00,16:00:00,29.6953,77.0027,,353.08,2.59,,26.22,58.77,0.15,7.03
"Sector-12, Karnal, India",2022-01-13 00:00:00,17:00:00,29.6953,77.0027,,379.63,2.67,,25.14,52.69,0.17,6.14
"Sector-12, Karnal, India",2022-01-13 00:00:00,18:00:00,29.6953,77.0027,,398.28,2.67,,23.67,47.62,0.2,4.95
"Sector-12, Karnal, India",2022-01-13 00:00:00,19:00:00,29.6953,77.0027,,399.75,2.59,,22.22,43.57,0.29,3.58
"Sector-12, Karnal, India",2022-01-13 00:00:00,20:00:00,29.6953,77.0027,,389.51,2.46,,20.21,37.49,0.63,2.71
"Sector-12, Karnal, India",2022-01-13 00:00:00,21:00:00,29.6953,77.0027,,373.22,2.32,,18.21,33.94,1.48,2.29
"Sector-12, Karnal, India",2022-01-13 00:00:00,22:00:00,29.6953,77.0027,,349.93,2.19,,16.21,31.66,3.08,2.15
"Sector-12, Karnal, India",2022-01-13 00:00:00,23:00:00,29.6953,77.0027,,334.17,2.11,,14.57,28.12,4.56,2.06
"Sector-12, Karnal, India",2022-01-14 00:00:00,00:00:00,29.6953,77.0027,,329.45,2.06,,13.66,24.57,5.99,2.09
"Sector-12, Karnal, India",2022-01-14 00:00:00,01:00:00,29.6953,77.0027,,328.41,2.0,,13.12,20.52,8.49,2.62
"Sector-12, Karnal, India",2022-01-14 00:00:00,02:00:00,29.6953,77.0027,,337.55,2.08,,14.02,17.48,6.53,3.52
"Sector-12, Karnal, India",2022-01-14 00:00:00,03:00:00,29.6953,77.0027,,345.97,2.14,,14.39,15.58,9.21,4.59
"Sector-12, Karnal, India",2022-01-14 00:00:00,04:00:00,29.6953,77.0027,,341.18,2.06,,10.65,12.92,30.04,6.14
"Sector-12, Karnal, India",2022-01-14 00:00:00,05:00:00,29.6953,77.0027,,347.53,2.06,,8.92,13.05,42.2,5.6
"Sector-12, Karnal, India",2022-01-14 00:00:00,06:00:00,29.6953,77.0027,,362.07,2.11,,8.74,14.69,63.66,5.3
"Sector-12, Karnal, India",2022-01-14 00:00:00,07:00:00,29.6953,77.0027,,199.67,1.16,,2.3,4.24,144.48,8.23
"Sector-12, Karnal, India",2022-01-14 00:00:00,08:00:00,29.6953,77.0027,,147.27,0.91,,1.57,4.5,143.05,6.32
"Sector-12, Karnal, India",2022-01-14 00:00:00,09:00:00,29.6953,77.0027,,139.07,0.87,,1.75,5.51,141.62,6.14
"Sector-12, Karnal, India",2022-01-14 00:00:00,10:00:00,29.6953,77.0027,,146.07,0.96,,6.01,19.25,100.14,4.89
"Sector-12, Karnal, India",2022-01-14 00:00:00,11:00:00,29.6953,77.0027,,167.27,1.17,,13.12,35.46,52.93,4.05
"Sector-12, Karnal, India",2022-01-14 00:00:00,12:00:00,29.6953,77.0027,,189.58,1.43,,22.4,43.57,19.85,4.11
"Sector-12, Karnal, India",2022-01-14 00:00:00,13:00:00,29.6953,77.0027,,209.46,1.66,,28.78,44.58,3.31,4.59
"Sector-12, Karnal, India",2022-01-14 00:00:00,14:00:00,29.6953,77.0027,,223.76,1.76,,28.05,31.16,1.63,4.47
"Sector-12, Karnal, India",2022-01-14 00:00:00,15:00:00,29.6953,77.0027,,232.13,1.76,,25.14,19.51,6.62,3.81
"Sector-12, Karnal, India",2022-01-14 00:00:00,16:00:00,29.6953,77.0027,,235.29,1.6,,18.21,14.82,26.11,3.31
"Sector-12, Karnal, India",2022-01-14 00:00:00,17:00:00,29.6953,77.0027,,241.57,1.55,,14.2,12.67,35.05,2.83
"Sector-12, Karnal, India",2022-01-14 00:00:00,18:00:00,29.6953,77.0027,,239.58,1.48,,11.38,11.27,40.41,2.35
"Sector-12, Karnal, India",2022-01-14 00:00:00,19:00:00,29.6953,77.0027,,233.31,1.43,,9.84,11.15,38.98,1.82
"Sector-12, Karnal, India",2022-01-14 00:00:00,20:00:00,29.6953,77.0027,,230.3,1.42,,9.29,12.79,31.11,1.48
"Sector-12, Karnal, India",2022-01-14 00:00:00,21:00:00,29.6953,77.0027,,228.24,1.42,,9.29,14.95,23.96,1.43
"Sector-12, Karnal, India",2022-01-14 00:00:00,22:00:00,29.6953,77.0027,,227.56,1.42,,9.38,15.96,19.67,1.51
"Sector-12, Karnal, India",2022-01-14 00:00:00,23:00:00,29.6953,77.0027,,225.54,1.42,,9.01,13.93,19.49,1.59
"Sector-12, Karnal, India",2022-01-15 00:00:00,00:00:00,29.6953,77.0027,,222.87,1.39,,8.56,12.03,23.6,1.82
"Sector-12, Karnal, India",2022-01-15 00:00:00,01:00:00,29.6953,77.0027,,221.77,1.38,,8.19,11.15,27.89,2.12
"Sector-12, Karnal, India",2022-01-15 00:00:00,02:00:00,29.6953,77.0027,,227.62,1.43,,9.29,12.41,22.89,2.29
"Sector-12, Karnal, India",2022-01-15 00:00:00,03:00:00,29.6953,77.0027,,235.36,1.5,,10.47,14.44,16.81,2.53
"Sector-12, Karnal, India",2022-01-15 00:00:00,04:00:00,29.6953,77.0027,,241.59,1.55,,8.65,15.45,19.13,2.71
"Sector-12, Karnal, India",2022-01-15 00:00:00,05:00:00,29.6953,77.0027,,246.42,1.58,,7.56,14.57,28.61,2.86
"Sector-12, Karnal, India",2022-01-15 00:00:00,06:00:00,29.6953,77.0027,,255.62,1.58,,7.47,15.07,50.07,3.1
"Sector-12, Karnal, India",2022-01-15 00:00:00,07:00:00,29.6953,77.0027,,190.08,1.09,,2.91,8.23,133.04,3.76
"Sector-12, Karnal, India",2022-01-15 00:00:00,08:00:00,29.6953,77.0027,,167.13,0.93,,1.66,8.11,151.63,3.1
"Sector-12, Karnal, India",2022-01-15 00:00:00,09:00:00,29.6953,77.0027,,166.1,0.91,,1.45,8.99,155.93,2.95
"Sector-12, Karnal, India",2022-01-15 00:00:00,10:00:00,29.6953,77.0027,,171.15,0.93,,2.34,13.17,140.19,2.74
"Sector-12, Karnal, India",2022-01-15 00:00:00,11:00:00,29.6953,77.0027,,181.13,1.0,,4.51,16.21,114.44,2.47
"Sector-12, Karnal, India",2022-01-15 00:00:00,12:00:00,29.6953,77.0027,,185.91,1.05,,7.2,15.58,92.98,2.24
"Sector-12, Karnal, India",2022-01-15 00:00:00,13:00:00,29.6953,77.0027,,189.32,1.12,,9.38,14.57,75.1,2.18
"Sector-12, Karnal, India",2022-01-15 00:00:00,14:00:00,29.6953,77.0027,,194.2,1.19,,10.47,14.19,59.37,2.21
"Sector-12, Karnal, India",2022-01-15 00:00:00,15:00:00,29.6953,77.0027,,203.21,1.26,,10.65,14.19,48.64,2.24
"Sector-12, Karnal, India",2022-01-15 00:00:00,16:00:00,29.6953,77.0027,,212.61,1.31,,10.29,13.81,42.56,2.18
"Sector-12, Karnal, India",2022-01-15 00:00:00,17:00:00,29.6953,77.0027,,222.01,1.36,,10.11,13.43,37.55,2.09
"Sector-12, Karnal, India",2022-01-15 00:00:00,18:00:00,29.6953,77.0027,,230.93,1.4,,10.2,13.05,32.19,1.77
"Sector-12, Karnal, India",2022-01-15 00:00:00,19:00:00,29.6953,77.0027,,236.57,1.44,,10.02,12.54,28.25,1.39
"Sector-12, Karnal, India",2022-01-15 00:00:00,20:00:00,29.6953,77.0027,,245.46,1.5,,9.47,12.03,27.89,1.27
"Sector-12, Karnal, India",2022-01-15 00:00:00,21:00:00,29.6953,77.0027,,259.29,1.55,,8.56,11.4,30.76,1.33
"Sector-12, Karnal, India",2022-01-15 00:00:00,22:00:00,29.6953,77.0027,,276.67,1.62,,7.65,11.02,33.97,1.46
"Sector-12, Karnal, India",2022-01-15 00:00:00,23:00:00,29.6953,77.0027,,287.3,1.68,,7.1,10.77,33.26,1.46
"Sector-12, Karnal, India",2022-01-16 00:00:00,00:00:00,29.6953,77.0027,,289.91,1.7,,6.74,10.39,33.26,1.52
"Sector-12, Karnal, India",2022-01-16 00:00:00,01:00:00,29.6953,77.0027,,285.1,1.71,,6.83,10.26,32.54,1.59
"Sector-12, Karnal, India",2022-01-16 00:00:00,02:00:00,29.6953,77.0027,,283.68,1.74,,8.01,11.27,25.39,1.71
"Sector-12, Karnal, India",2022-01-16 00:00:00,03:00:00,29.6953,77.0027,,282.53,1.76,,9.29,12.79,18.78,1.91
"Sector-12, Karnal, India",2022-01-16 00:00:00,04:00:00,29.6953,77.0027,,281.09,1.79,,8.01,13.43,20.74,2.09
"Sector-12, Karnal, India",2022-01-16 00:00:00,05:00:00,29.6953,77.0027,,278.78,1.79,,7.2,12.67,32.19,2.24
"Sector-12, Karnal, India",2022-01-16 00:00:00,06:00:00,29.6953,77.0027,,279.67,1.74,,6.47,13.43,59.37,2.56
"Sector-12, Karnal, India",2022-01-16 00:00:00,07:00:00,29.6953,77.0027,,170.9,1.13,,2.39,5.89,120.16,3.49
"Sector-12, Karnal, India",2022-01-16 00:00:00,08:00:00,29.6953,77.0027,,125.4,0.92,,1.68,6.02,123.02,2.8
"Sector-12, Karnal, India",2022-01-16 00:00:00,09:00:00,29.6953,77.0027,,108.63,0.85,,1.68,7.03,118.73,2.5
"Sector-12, Karnal, India",2022-01-16 00:00:00,10:00:00,29.6953,77.0027,,111.13,0.92,,5.74,18.75,75.82,2.26
"Sector-12, Karnal, India",2022-01-16 00:00:00,11:00:00,29.6953,77.0027,,125.5,1.08,,12.02,29.64,34.33,2.53
"Sector-12, Karnal, India",2022-01-16 00:00:00,12:00:00,29.6953,77.0027,,139.97,1.27,,19.31,51.17,12.52,3.76
"Sector-12, Karnal, India",2022-01-16 00:00:00,13:00:00,29.6953,77.0027,,156.19,1.44,,25.14,81.06,2.01,5.84
"Sector-12, Karnal, India",2022-01-16 00:00:00,14:00:00,29.6953,77.0027,,174.41,1.63,,25.86,90.18,0.28,6.97
"Sector-12, Karnal, India",2022-01-16 00:00:00,15:00:00,29.6953,77.0027,,193.62,1.76,,23.67,77.01,0.09,6.56
"Sector-12, Karnal, India",2022-01-16 00:00:00,16:00:00,29.6953,77.0027,,210.83,1.87,,20.58,56.74,0.06,5.25
"Sector-12, Karnal, India",2022-01-16 00:00:00,17:00:00,29.6953,77.0027,,225.9,1.95,,18.21,41.04,0.06,3.99
"Sector-12, Karnal, India",2022-01-16 00:00:00,18:00:00,29.6953,77.0027,,233.14,1.95,,16.94,30.91,0.15,2.77
"Sector-12, Karnal, India",2022-01-16 00:00:00,19:00:00,29.6953,77.0027,,230.72,1.87,,16.03,27.36,0.26,1.89
"Sector-12, Karnal, India",2022-01-16 00:00:00,20:00:00,29.6953,77.0027,,232.05,1.87,,14.39,29.64,0.21,1.79
"Sector-12, Karnal, India",2022-01-16 00:00:00,21:00:00,29.6953,77.0027,,233.93,1.87,,12.93,33.94,0.19,1.88
"Sector-12, Karnal, India",2022-01-16 00:00:00,22:00:00,29.6953,77.0027,,236.96,1.87,,12.02,36.48,0.19,1.97
"Sector-12, Karnal, India",2022-01-16 00:00:00,23:00:00,29.6953,77.0027,,241.7,1.9,,11.84,36.48,0.19,1.97
"Sector-12, Karnal, India",2022-01-17 00:00:00,00:00:00,29.6953,77.0027,,247.61,1.92,,12.57,36.98,0.29,2.15
"Sector-12, Karnal, India",2022-01-17 00:00:00,01:00:00,29.6953,77.0027,,243.6,1.84,,13.66,28.37,1.31,2.5
"Sector-12, Karnal, India",2022-01-17 00:00:00,02:00:00,29.6953,77.0027,,249.04,1.92,,16.03,26.09,1.21,2.95
"Sector-12, Karnal, India",2022-01-17 00:00:00,03:00:00,29.6953,77.0027,,262.05,2.08,,18.76,29.89,1.07,3.37
"Sector-12, Karnal, India",2022-01-17 00:00:00,04:00:00,29.6953,77.0027,,263.75,2.22,,17.66,25.84,5.1,3.43
"Sector-12, Karnal, India",2022-01-17 00:00:00,05:00:00,29.6953,77.0027,,261.13,2.3,,15.85,19.76,8.85,3.4
"Sector-12, Karnal, India",2022-01-17 00:00:00,06:00:00,29.6953,77.0027,,258.43,2.3,,16.21,19.0,16.45,3.46
"Sector-12, Karnal, India",2022-01-17 00:00:00,07:00:00,29.6953,77.0027,,263.62,1.66,,6.47,3.23,104.43,7.09
"Sector-12, Karnal, India",2022-01-17 00:00:00,08:00:00,29.6953,77.0027,,247.43,1.55,,3.96,3.2,114.44,5.48
"Sector-12, Karnal, India",2022-01-17 00:00:00,09:00:00,29.6953,77.0027,,224.66,1.48,,3.6,4.94,114.44,4.59
"Sector-12, Karnal, India",2022-01-17 00:00:00,10:00:00,29.6953,77.0027,,227.41,1.56,,8.01,19.76,77.25,3.73
"Sector-12, Karnal, India",2022-01-17 00:00:00,11:00:00,29.6953,77.0027,,249.75,1.76,,15.12,32.17,37.91,3.73
"Sector-12, Karnal, India",2022-01-17 00:00:00,12:00:00,29.6953,77.0027,,270.38,1.98,,23.13,45.09,12.16,4.65
"Sector-12, Karnal, India",2022-01-17 00:00:00,13:00:00,29.6953,77.0027,,286.46,2.19,,27.68,63.84,0.89,6.44
"Sector-12, Karnal, India",2022-01-17 00:00:00,14:00:00,29.6953,77.0027,,307.13,2.38,,26.95,66.88,0.07,7.45
"Sector-12, Karnal, India",2022-01-17 00:00:00,15:00:00,29.6953,77.0027,,330.38,2.56,,25.14,63.33,0.01,7.63
"Sector-12, Karnal, India",2022-01-17 00:00:00,16:00:00,29.6953,77.0027,,347.34,2.7,,22.95,64.85,0.0,7.63
"Sector-12, Karnal, India",2022-01-17 00:00:00,17:00:00,29.6953,77.0027,,353.96,2.75,,22.22,92.21,0.0,9.42
"Sector-12, Karnal, India",2022-01-17 00:00:00,18:00:00,29.6953,77.0027,,342.5,2.7,,22.58,126.66,0.0,11.09
"Sector-12, Karnal, India",2022-01-17 00:00:00,19:00:00,29.6953,77.0027,,316.38,2.59,,22.22,135.78,0.0,10.01
"Sector-12, Karnal, India",2022-01-17 00:00:00,20:00:00,29.6953,77.0027,,293.72,2.43,,20.03,81.06,0.0,5.48
"Sector-12, Karnal, India",2022-01-17 00:00:00,21:00:00,29.6953,77.0027,,273.9,2.24,,18.76,30.91,0.02,2.26
"Sector-12, Karnal, India",2022-01-17 00:00:00,22:00:00,29.6953,77.0027,,245.63,1.92,,18.94,16.72,0.65,1.68
"Sector-12, Karnal, India",2022-01-17 00:00:00,23:00:00,29.6953,77.0027,,241.78,1.79,,18.4,21.28,3.67,1.97
"Sector-12, Karnal, India",2022-01-18 00:00:00,00:00:00,29.6953,77.0027,,246.51,1.76,,17.3,34.96,8.49,2.92
"Sector-12, Karnal, India",2022-01-18 00:00:00,01:00:00,29.6953,77.0027,,246.15,1.76,,17.12,51.68,12.52,4.83
"Sector-12, Karnal, India",2022-01-18 00:00:00,02:00:00,29.6953,77.0027,,245.56,1.82,,18.03,48.64,11.8,6.38
"Sector-12, Karnal, India",2022-01-18 00:00:00,03:00:00,29.6953,77.0027,,250.47,1.87,,19.49,39.52,10.28,7.27
"Sector-12, Karnal, India",2022-01-18 00:00:00,04:00:00,29.6953,77.0027,,256.34,1.84,,18.21,25.84,17.34,7.75
"Sector-12, Karnal, India",2022-01-18 00:00:00,05:00:00,29.6953,77.0027,,251.98,1.74,,14.75,16.21,28.25,7.27
"Sector-12, Karnal, India",2022-01-18 00:00:00,06:00:00,29.6953,77.0027,,236.81,1.64,,11.84,12.29,40.41,6.44
"Sector-12, Karnal, India",2022-01-18 00:00:00,07:00:00,29.6953,77.0027,,174.43,1.2,,5.37,5.51,86.55,5.25
"Sector-12, Karnal, India",2022-01-18 00:00:00,08:00:00,29.6953,77.0027,,155.87,1.03,,3.37,5.38,107.29,4.35
"Sector-12, Karnal, India",2022-01-18 00:00:00,09:00:00,29.6953,77.0027,,153.93,0.97,,2.41,6.78,123.02,3.76
"Sector-12, Karnal, India",2022-01-18 00:00:00,10:00:00,29.6953,77.0027,,155.89,0.99,,3.32,11.53,111.58,2.95
"Sector-12, Karnal, India",2022-01-18 00:00:00,11:00:00,29.6953,77.0027,,165.39,1.07,,6.74,15.71,85.12,2.59
"Sector-12, Karnal, India",2022-01-18 00:00:00,12:00:00,29.6953,77.0027,,172.11,1.17,,11.84,17.23,61.51,2.62
"Sector-12, Karnal, India",2022-01-18 00:00:00,13:00:00,29.6953,77.0027,,178.92,1.26,,15.12,17.73,47.21,2.83
"Sector-12, Karnal, India",2022-01-18 00:00:00,14:00:00,29.6953,77.0027,,181.32,1.28,,14.57,14.82,42.56,2.74
"Sector-12, Karnal, India",2022-01-18 00:00:00,15:00:00,29.6953,77.0027,,178.73,1.26,,12.93,12.41,41.84,2.5
"Sector-12, Karnal, India",2022-01-18 00:00:00,16:00:00,29.6953,77.0027,,179.53,1.26,,12.02,11.53,37.19,2.29
"Sector-12, Karnal, India",2022-01-18 00:00:00,17:00:00,29.6953,77.0027,,184.21,1.28,,12.02,12.67,28.97,2.21
"Sector-12, Karnal, India",2022-01-18 00:00:00,18:00:00,29.6953,77.0027,,184.93,1.3,,12.02,14.57,23.96,1.94
"Sector-12, Karnal, India",2022-01-18 00:00:00,19:00:00,29.6953,77.0027,,183.26,1.28,,11.2,16.21,21.46,1.56
"Sector-12, Karnal, India",2022-01-18 00:00:00,20:00:00,29.6953,77.0027,,186.49,1.28,,10.29,16.72,19.67,1.43
"Sector-12, Karnal, India",2022-01-18 00:00:00,21:00:00,29.6953,77.0027,,190.31,1.3,,9.75,16.97,17.34,1.34
"Sector-12, Karnal, India",2022-01-18 00:00:00,22:00:00,29.6953,77.0027,,196.74,1.34,,9.38,16.09,15.56,1.31
"Sector-12, Karnal, India",2022-01-18 00:00:00,23:00:00,29.6953,77.0027,,205.99,1.39,,8.92,13.81,16.27,1.28
"Sector-12, Karnal, India",2022-01-19 00:00:00,00:00:00,29.6953,77.0027,,218.67,1.43,,8.28,11.91,20.92,1.43
"Sector-12, Karnal, India",2022-01-19 00:00:00,01:00:00,29.6953,77.0027,,230.36,1.47,,7.92,10.39,27.89,1.85
"Sector-12, Karnal, India",2022-01-19 00:00:00,02:00:00,29.6953,77.0027,,242.83,1.55,,9.01,10.89,30.4,2.53
"Sector-12, Karnal, India",2022-01-19 00:00:00,03:00:00,29.6953,77.0027,,253.22,1.62,,10.56,12.79,35.05,3.49
"Sector-12, Karnal, India",2022-01-19 00:00:00,04:00:00,29.6953,77.0027,,246.93,1.6,,9.29,12.67,55.07,4.65
"Sector-12, Karnal, India",2022-01-19 00:00:00,05:00:00,29.6953,77.0027,,239.17,1.58,,8.38,13.17,65.8,4.95
"Sector-12, Karnal, India",2022-01-19 00:00:00,06:00:00,29.6953,77.0027,,231.83,1.54,,7.56,13.81,76.53,4.89
"Sector-12, Karnal, India",2022-01-19 00:00:00,07:00:00,29.6953,77.0027,,159.87,1.15,,4.05,9.5,105.86,3.87
"Sector-12, Karnal, India",2022-01-19 00:00:00,08:00:00,29.6953,77.0027,,127.52,0.97,,3.28,9.5,108.72,2.95
"Sector-12, Karnal, India",2022-01-19 00:00:00,09:00:00,29.6953,77.0027,,121.55,0.89,,3.05,10.39,108.72,2.71
"Sector-12, Karnal, India",2022-01-19 00:00:00,10:00:00,29.6953,77.0027,,132.0,0.92,,4.24,14.82,100.14,2.92
"Sector-12, Karnal, India",2022-01-19 00:00:00,11:00:00,29.6953,77.0027,,153.84,1.05,,7.38,18.49,83.68,3.13
"Sector-12, Karnal, India",2022-01-19 00:00:00,12:00:00,29.6953,77.0027,,179.96,1.19,,11.65,18.75,67.23,3.28
"Sector-12, Karnal, India",2022-01-19 00:00:00,13:00:00,29.6953,77.0027,,209.89,1.35,,14.75,18.49,52.21,3.28
"Sector-12, Karnal, India",2022-01-19 00:00:00,14:00:00,29.6953,77.0027,,237.62,1.5,,16.21,17.99,36.84,3.25
"Sector-12, Karnal, India",2022-01-19 00:00:00,15:00:00,29.6953,77.0027,,258.64,1.6,,16.21,18.49,25.75,3.19
"Sector-12, Karnal, India",2022-01-19 00:00:00,16:00:00,29.6953,77.0027,,275.74,1.71,,16.21,19.76,14.66,3.13
"Sector-12, Karnal, India",2022-01-19 00:00:00,17:00:00,29.6953,77.0027,,289.91,1.84,,16.21,23.31,4.87,3.25
"Sector-12, Karnal, India",2022-01-19 00:00:00,18:00:00,29.6953,77.0027,,294.19,1.9,,15.48,28.12,1.52,3.07
"Sector-12, Karnal, India",2022-01-19 00:00:00,19:00:00,29.6953,77.0027,,287.86,1.92,,16.21,52.69,0.86,3.67
"Sector-12, Karnal, India",2022-01-19 00:00:00,20:00:00,29.6953,77.0027,,285.96,1.95,,18.4,92.21,0.65,5.25
"Sector-12, Karnal, India",2022-01-19 00:00:00,21:00:00,29.6953,77.0027,,287.58,2.0,,19.85,129.7,0.41,6.62
"Sector-12, Karnal, India",2022-01-19 00:00:00,22:00:00,29.6953,77.0027,,293.18,2.08,,20.4,164.15,0.18,7.75
"Sector-12, Karnal, India",2022-01-19 00:00:00,23:00:00,29.6953,77.0027,,302.75,2.11,,20.21,190.5,0.1,8.34
"Sector-12, Karnal, India",2022-01-20 00:00:00,00:00:00,29.6953,77.0027,,312.28,2.16,,19.31,196.58,0.05,8.34
"Sector-12, Karnal, India",2022-01-20 00:00:00,01:00:00,29.6953,77.0027,,298.52,2.16,,15.12,72.96,0.02,4.35
"Sector-12, Karnal, India",2022-01-20 00:00:00,02:00:00,29.6953,77.0027,,276.59,2.24,,9.84,24.83,0.0,2.95
"Sector-12, Karnal, India",2022-01-20 00:00:00,03:00:00,29.6953,77.0027,,257.56,2.3,,7.74,19.0,0.34,2.98
"Sector-12, Karnal, India",2022-01-20 00:00:00,04:00:00,29.6953,77.0027,,209.4,1.87,,10.29,15.45,8.76,3.16
"Sector-12, Karnal, India",2022-01-20 00:00:00,05:00:00,29.6953,77.0027,,204.47,1.76,,8.83,13.43,20.03,3.13
"Sector-12, Karnal, India",2022-01-20 00:00:00,06:00:00,29.6953,77.0027,,206.96,1.71,,8.74,14.57,37.91,3.19
"Sector-12, Karnal, India",2022-01-20 00:00:00,07:00:00,29.6953,77.0027,,97.37,0.79,,6.74,2.94,70.81,27.18
"Sector-12, Karnal, India",2022-01-20 00:00:00,08:00:00,29.6953,77.0027,,89.44,0.65,,10.93,2.03,63.66,50.07
"Sector-12, Karnal, India",2022-01-20 00:00:00,09:00:00,29.6953,77.0027,,96.18,0.63,,15.3,1.9,57.94,65.8
"Sector-12, Karnal, India",2022-01-20 00:00:00,10:00:00,29.6953,77.0027,,112.43,0.75,,16.03,21.28,33.97,44.35
"Sector-12, Karnal, India",2022-01-20 00:00:00,11:00:00,29.6953,77.0027,,133.14,1.0,,20.21,57.76,16.45,36.24
"Sector-12, Karnal, India",2022-01-20 00:00:00,12:00:00,29.6953,77.0027,,152.33,1.27,,26.59,99.3,3.67,36.24
"Sector-12, Karnal, India",2022-01-20 00:00:00,13:00:00,29.6953,77.0027,,169.89,1.56,,26.95,131.73,0.03,31.47
"Sector-12, Karnal, India",2022-01-20 00:00:00,14:00:00,29.6953,77.0027,,185.05,1.76,,26.22,147.94,0.0,25.51
"Sector-12, Karnal, India",2022-01-20 00:00:00,15:00:00,29.6953,77.0027,,196.53,1.84,,26.22,145.91,0.01,20.74
"Sector-12, Karnal, India",2022-01-20 00:00:00,16:00:00,29.6953,77.0027,,203.05,1.82,,26.59,133.75,0.07,16.21
"Sector-12, Karnal, India",2022-01-20 00:00:00,17:00:00,29.6953,77.0027,,211.58,1.84,,26.95,133.75,0.17,14.42
"Sector-12, Karnal, India",2022-01-20 00:00:00,18:00:00,29.6953,77.0027,,220.96,1.87,,26.59,147.94,0.15,13.71
"Sector-12, Karnal, India",2022-01-20 00:00:00,19:00:00,29.6953,77.0027,,228.34,1.9,,26.22,170.23,0.07,13.35
"Sector-12, Karnal, India",2022-01-20 00:00:00,20:00:00,29.6953,77.0027,,239.03,1.92,,24.41,176.31,0.05,12.76
"Sector-12, Karnal, India",2022-01-20 00:00:00,21:00:00,29.6953,77.0027,,255.12,1.98,,22.04,135.78,0.03,10.61
"Sector-12, Karnal, India",2022-01-20 00:00:00,22:00:00,29.6953,77.0027,,275.39,2.08,,19.49,64.85,0.01,6.26
"Sector-12, Karnal, India",2022-01-20 00:00:00,23:00:00,29.6953,77.0027,,299.1,2.24,,17.48,46.1,0.01,4.23
"Sector-12, Karnal, India",2022-01-21 00:00:00,00:00:00,29.6953,77.0027,,322.8,2.4,,16.21,47.62,0.0,3.67
"Sector-12, Karnal, India",2022-01-21 00:00:00,01:00:00,29.6953,77.0027,,348.63,2.54,,14.75,44.58,0.0,3.73
"Sector-12, Karnal, India",2022-01-21 00:00:00,02:00:00,29.6953,77.0027,,372.09,2.67,,12.75,28.37,0.0,3.64
